GROUP,TOPIC,PARTITION,CURRENT-OFFSET,LOG-END-OFFSET,LAG
demo-consumer-group,topic-1000,877,31,31,0
demo-consumer-group,topic-1000,562,34,35,1
demo-consumer-group,topic-1000,546,35,35,0
demo-consumer-group,topic-1000,591,31,31,0
demo-consumer-group,topic-1000,54,32,36,4
demo-consumer-group,topic-1000,587,47,50,3
demo-consumer-group,topic-1000,244,35,36,1
demo-consumer-group,topic-1000,442,43,45,2
demo-consumer-group,topic-1000,748,30,33,3
demo-consumer-group,topic-1000,52,31,33,2
demo-consumer-group,topic-1000,609,35,36,1
demo-consumer-group,topic-1000,349,37,39,2
demo-consumer-group,topic-1000,50,37,37,0
demo-consumer-group,topic-1000,835,34,37,3
demo-consumer-group,topic-1000,220,49,49,0
demo-consumer-group,topic-1000,889,46,50,4
demo-consumer-group,topic-1000,761,38,39,1
demo-consumer-group,topic-1000,869,32,33,1
demo-consumer-group,topic-1000,777,38,39,1
demo-consumer-group,topic-1000,471,31,33,2
demo-consumer-group,topic-1000,281,38,39,1
demo-consumer-group,topic-1000,315,39,40,1
demo-consumer-group,topic-1000,490,38,41,3
demo-consumer-group,topic-1000,228,32,33,1
demo-consumer-group,topic-1000,61,34,35,1
demo-consumer-group,topic-1000,819,35,39,4
demo-consumer-group,topic-1000,3,27,29,2
demo-consumer-group,topic-1000,234,35,36,1
demo-consumer-group,topic-1000,544,30,30,0
demo-consumer-group,topic-1000,940,31,33,2
demo-consumer-group,topic-1000,912,24,25,1
demo-consumer-group,topic-1000,476,36,37,1
demo-consumer-group,topic-1000,916,31,32,1
demo-consumer-group,topic-1000,784,37,40,3
demo-consumer-group,topic-1000,104,30,30,0
demo-consumer-group,topic-1000,186,27,29,2
demo-consumer-group,topic-1000,625,45,46,1
demo-consumer-group,topic-1000,394,50,52,2
demo-consumer-group,topic-1000,672,37,37,0
demo-consumer-group,topic-1000,89,26,26,0
demo-consumer-group,topic-1000,68,32,33,1
demo-consumer-group,topic-1000,791,39,41,2
demo-consumer-group,topic-1000,309,39,39,0
demo-consumer-group,topic-1000,837,33,36,3
demo-consumer-group,topic-1000,327,40,43,3
demo-consumer-group,topic-1000,25,28,28,0
demo-consumer-group,topic-1000,956,30,31,1
demo-consumer-group,topic-1000,621,35,35,0
demo-consumer-group,topic-1000,575,31,32,1
demo-consumer-group,topic-1000,898,48,48,0
demo-consumer-group,topic-1000,811,28,30,2
demo-consumer-group,topic-1000,100,46,47,1
demo-consumer-group,topic-1000,105,35,36,1
demo-consumer-group,topic-1000,795,48,54,6
demo-consumer-group,topic-1000,531,33,39,6
demo-consumer-group,topic-1000,10,37,38,1
demo-consumer-group,topic-1000,178,38,39,1
demo-consumer-group,topic-1000,257,52,54,2
demo-consumer-group,topic-1000,505,34,35,1
demo-consumer-group,topic-1000,676,37,41,4
demo-consumer-group,topic-1000,485,39,40,1
demo-consumer-group,topic-1000,204,38,38,0
demo-consumer-group,topic-1000,28,37,39,2
demo-consumer-group,topic-1000,151,28,29,1
demo-consumer-group,topic-1000,804,35,40,5
demo-consumer-group,topic-1000,439,36,36,0
demo-consumer-group,topic-1000,515,42,42,0
demo-consumer-group,topic-1000,258,24,27,3
demo-consumer-group,topic-1000,662,29,30,1
demo-consumer-group,topic-1000,402,38,39,1
demo-consumer-group,topic-1000,265,48,50,2
demo-consumer-group,topic-1000,75,47,47,0
demo-consumer-group,topic-1000,714,48,49,1
demo-consumer-group,topic-1000,292,33,35,2
demo-consumer-group,topic-1000,155,36,36,0
demo-consumer-group,topic-1000,303,39,41,2
demo-consumer-group,topic-1000,812,34,36,2
demo-consumer-group,topic-1000,431,28,28,0
demo-consumer-group,topic-1000,284,29,30,1
demo-consumer-group,topic-1000,535,37,42,5
demo-consumer-group,topic-1000,658,29,30,1
demo-consumer-group,topic-1000,506,34,35,1
demo-consumer-group,topic-1000,722,45,47,2
demo-consumer-group,topic-1000,646,33,36,3
demo-consumer-group,topic-1000,144,36,37,1
demo-consumer-group,topic-1000,148,36,36,0
demo-consumer-group,topic-1000,540,39,40,1
demo-consumer-group,topic-1000,467,33,35,2
demo-consumer-group,topic-1000,569,50,52,2
demo-consumer-group,topic-1000,343,32,33,1
demo-consumer-group,topic-1000,785,35,35,0
demo-consumer-group,topic-1000,922,33,33,0
demo-consumer-group,topic-1000,45,31,34,3
demo-consumer-group,topic-1000,727,27,28,1
demo-consumer-group,topic-1000,882,34,36,2
demo-consumer-group,topic-1000,642,33,34,1
demo-consumer-group,topic-1000,173,33,35,2
demo-consumer-group,topic-1000,16,37,38,1
demo-consumer-group,topic-1000,169,37,40,3
demo-consumer-group,topic-1000,855,44,46,2
demo-consumer-group,topic-1000,41,31,31,0
demo-consumer-group,topic-1000,549,38,43,5
demo-consumer-group,topic-1000,109,30,32,2
demo-consumer-group,topic-10,3,5349,5718,369
demo-consumer-group,topic-1000,906,32,34,2
demo-consumer-group,topic-1000,250,36,38,2
demo-consumer-group,topic-1000,706,34,36,2
demo-consumer-group,topic-1000,331,28,29,1
demo-consumer-group,topic-1000,699,19,20,1
demo-consumer-group,topic-1000,273,34,34,0
demo-consumer-group,topic-1000,767,43,44,1
demo-consumer-group,topic-1000,121,32,34,2
demo-consumer-group,topic-1000,524,39,40,1
demo-consumer-group,topic-1000,703,37,38,1
demo-consumer-group,topic-1000,975,40,41,1
demo-consumer-group,topic-1000,744,33,36,3
demo-consumer-group,topic-1000,502,43,45,2
demo-consumer-group,topic-1000,139,36,37,1
demo-consumer-group,topic-1000,951,39,39,0
demo-consumer-group,topic-1000,308,38,39,1
demo-consumer-group,topic-1000,743,29,31,2
demo-consumer-group,topic-1000,565,41,43,2
demo-consumer-group,topic-1000,358,40,40,0
demo-consumer-group,topic-1000,943,42,42,0
demo-consumer-group,topic-1000,135,41,43,2
demo-consumer-group,topic-1000,635,34,37,3
demo-consumer-group,topic-1000,959,34,34,0
demo-consumer-group,topic-1000,595,43,43,0
demo-consumer-group,topic-1000,294,33,34,1
demo-consumer-group,topic-1000,216,32,32,0
demo-consumer-group,topic-10,7,5345,5694,349
demo-consumer-group,topic-1000,110,31,31,0
demo-consumer-group,topic-1000,486,37,40,3
demo-consumer-group,topic-1000,297,34,34,0
demo-consumer-group,topic-1000,796,41,42,1
demo-consumer-group,topic-1000,130,30,30,0
demo-consumer-group,topic-1000,322,28,31,3
demo-consumer-group,topic-1000,382,35,38,3
demo-consumer-group,topic-1000,62,39,41,2
demo-consumer-group,topic-1000,969,34,34,0
demo-consumer-group,topic-1000,449,36,37,1
demo-consumer-group,topic-1000,66,46,47,1
demo-consumer-group,topic-1000,935,49,51,2
demo-consumer-group,topic-1000,629,31,31,0
demo-consumer-group,topic-1000,380,37,39,2
demo-consumer-group,topic-1000,182,42,42,0
demo-consumer-group,topic-1000,318,45,46,1
demo-consumer-group,topic-1000,166,34,34,0
demo-consumer-group,topic-1000,279,28,29,1
demo-consumer-group,topic-1000,386,34,34,0
demo-consumer-group,topic-1000,447,35,36,1
demo-consumer-group,topic-1000,788,40,41,1
demo-consumer-group,topic-1000,126,40,42,2
demo-consumer-group,topic-1000,6,32,36,4
demo-consumer-group,topic-1000,149,41,43,2
demo-consumer-group,topic-1000,240,32,34,2
demo-consumer-group,topic-1000,24,46,46,0
demo-consumer-group,topic-1000,200,36,40,4
demo-consumer-group,topic-1000,119,39,43,4
demo-consumer-group,topic-1000,904,39,39,0
demo-consumer-group,topic-1000,994,41,41,0
demo-consumer-group,topic-1000,21,36,37,1
demo-consumer-group,topic-1000,334,43,45,2
demo-consumer-group,topic-1000,436,28,28,0
demo-consumer-group,topic-1000,647,44,45,1
demo-consumer-group,topic-1000,432,35,36,1
demo-consumer-group,topic-1000,164,33,33,0
demo-consumer-group,topic-1000,527,42,45,3
demo-consumer-group,topic-1000,801,32,32,0
demo-consumer-group,topic-1000,307,35,38,3
demo-consumer-group,topic-1000,378,45,46,1
demo-consumer-group,topic-1000,825,29,30,1
demo-consumer-group,topic-1000,374,34,36,2
demo-consumer-group,topic-1000,590,32,33,1
demo-consumer-group,topic-1000,501,32,34,2
demo-consumer-group,topic-1000,932,26,29,3
demo-consumer-group,topic-1000,688,40,43,3
demo-consumer-group,topic-1000,928,39,40,1
demo-consumer-group,topic-1000,692,20,22,2
demo-consumer-group,topic-1000,993,35,36,1
demo-consumer-group,topic-1000,783,40,40,0
demo-consumer-group,topic-1000,545,32,32,0
demo-consumer-group,topic-1000,361,31,31,0
demo-consumer-group,topic-1000,338,36,38,2
demo-consumer-group,topic-1000,651,34,35,1
demo-consumer-group,topic-1000,988,38,41,3
demo-consumer-group,topic-1000,594,39,39,0
demo-consumer-group,topic-1000,44,41,44,3
demo-consumer-group,topic-1000,332,30,30,0
demo-consumer-group,topic-1000,981,34,35,1
demo-consumer-group,topic-1000,460,34,34,0
demo-consumer-group,topic-1000,114,34,36,2
demo-consumer-group,topic-1000,858,30,31,1
demo-consumer-group,topic-1000,51,35,36,1
demo-consumer-group,topic-1000,561,29,30,1
demo-consumer-group,topic-1000,946,43,45,2
demo-consumer-group,topic-1000,337,50,50,0
demo-consumer-group,topic-1000,160,41,43,2
demo-consumer-group,topic-1000,984,27,27,0
demo-consumer-group,topic-1000,814,36,39,3
demo-consumer-group,topic-1000,574,34,35,1
demo-consumer-group,topic-1000,223,39,40,1
demo-consumer-group,topic-1000,604,37,38,1
demo-consumer-group,topic-1000,578,40,41,1
demo-consumer-group,topic-1000,740,32,33,1
demo-consumer-group,topic-1000,834,34,34,0
demo-consumer-group,topic-1000,416,35,35,0
demo-consumer-group,topic-1000,848,18,20,2
demo-consumer-group,topic-1000,997,40,40,0
demo-consumer-group,topic-1000,40,24,25,1
demo-consumer-group,topic-1000,428,47,48,1
demo-consumer-group,topic-1000,852,30,33,3
demo-consumer-group,topic-1000,37,39,41,2
demo-consumer-group,topic-1000,724,35,36,1
demo-consumer-group,topic-1000,608,33,34,1
demo-consumer-group,topic-1000,685,40,40,0
demo-consumer-group,topic-1000,420,32,32,0
demo-consumer-group,topic-1000,694,53,53,0
demo-consumer-group,topic-1000,424,23,24,1
demo-consumer-group,topic-1000,479,45,49,4
demo-consumer-group,topic-1000,263,35,37,2
demo-consumer-group,topic-1000,681,32,33,1
demo-consumer-group,topic-1000,88,37,39,2
demo-consumer-group,topic-1000,870,39,42,3
demo-consumer-group,topic-1000,268,31,32,1
demo-consumer-group,topic-1000,854,42,42,0
demo-consumer-group,topic-1000,412,40,40,0
demo-consumer-group,topic-1000,408,47,49,2
demo-consumer-group,topic-1000,665,28,31,3
demo-consumer-group,topic-1000,732,44,47,3
demo-consumer-group,topic-1000,962,35,36,1
demo-consumer-group,topic-1000,620,27,29,2
demo-consumer-group,topic-1000,482,37,40,3
demo-consumer-group,topic-1000,798,33,33,0
demo-consumer-group,topic-1000,376,42,43,1
demo-consumer-group,topic-1000,866,41,46,5
demo-consumer-group,topic-1000,290,41,42,1
demo-consumer-group,topic-1000,440,29,30,1
demo-consumer-group,topic-1000,734,39,40,1
demo-consumer-group,topic-1000,348,35,38,3
demo-consumer-group,topic-1000,461,25,26,1
demo-consumer-group,topic-1000,872,27,30,3
demo-consumer-group,topic-1000,593,31,32,1
demo-consumer-group,topic-1000,717,36,37,1
demo-consumer-group,topic-1000,56,40,42,2
demo-consumer-group,topic-1000,583,31,35,4
demo-consumer-group,topic-1000,92,52,53,1
demo-consumer-group,topic-1000,443,29,31,2
demo-consumer-group,topic-1000,477,32,32,0
demo-consumer-group,topic-1000,739,38,39,1
demo-consumer-group,topic-1000,968,39,42,3
demo-consumer-group,topic-1000,306,41,42,1
demo-consumer-group,topic-1000,187,38,38,0
demo-consumer-group,topic-1000,360,37,37,0
demo-consumer-group,topic-1000,757,33,35,2
demo-consumer-group,topic-1000,321,45,47,2
demo-consumer-group,topic-1000,624,30,33,3
demo-consumer-group,topic-1000,364,40,43,3
demo-consumer-group,topic-1000,862,46,49,3
demo-consumer-group,topic-1000,293,37,38,1
demo-consumer-group,topic-1000,221,42,43,1
demo-consumer-group,topic-1000,579,42,43,1
demo-consumer-group,topic-1000,670,32,33,1
demo-consumer-group,topic-1000,841,39,40,1
demo-consumer-group,topic-1000,85,32,33,1
demo-consumer-group,topic-1000,2,44,46,2
demo-consumer-group,topic-1000,298,47,48,1
demo-consumer-group,topic-1000,81,44,44,0
demo-consumer-group,topic-1000,181,39,41,2
demo-consumer-group,topic-1000,313,41,43,2
demo-consumer-group,topic-1000,42,21,23,2
demo-consumer-group,topic-1000,342,50,55,5
demo-consumer-group,topic-1000,299,35,36,1
demo-consumer-group,topic-1000,577,32,33,1
demo-consumer-group,topic-1000,923,35,36,1
demo-consumer-group,topic-1000,450,33,35,2
demo-consumer-group,topic-1000,314,33,34,1
demo-consumer-group,topic-1000,664,33,37,4
demo-consumer-group,topic-1000,613,43,44,1
demo-consumer-group,topic-1000,816,38,42,4
demo-consumer-group,topic-1000,72,27,29,2
demo-consumer-group,topic-1,0,31042,35163,4121
demo-consumer-group,topic-1000,668,40,41,1
demo-consumer-group,topic-1000,617,41,42,1
demo-consumer-group,topic-1000,498,33,33,0
demo-consumer-group,topic-1000,235,32,33,1
demo-consumer-group,topic-1000,709,26,28,2
demo-consumer-group,topic-1000,275,25,27,2
demo-consumer-group,topic-1000,902,40,41,1
demo-consumer-group,topic-1000,195,31,32,1
demo-consumer-group,topic-1000,832,36,36,0
demo-consumer-group,topic-1000,278,37,37,0
demo-consumer-group,topic-1000,468,28,29,1
demo-consumer-group,topic-1000,17,28,30,2
demo-consumer-group,topic-1000,747,39,41,2
demo-consumer-group,topic-1000,894,38,38,0
demo-consumer-group,topic-1000,214,31,34,3
demo-consumer-group,topic-1000,316,37,38,1
demo-consumer-group,topic-1000,101,38,39,1
demo-consumer-group,topic-1000,46,37,39,2
demo-consumer-group,topic-1000,704,29,31,2
demo-consumer-group,topic-1000,346,39,39,0
demo-consumer-group,topic-1000,20,39,41,2
demo-consumer-group,topic-1000,491,43,44,1
demo-consumer-group,topic-1000,96,35,37,2
demo-consumer-group,topic-1000,60,47,51,4
demo-consumer-group,topic-1000,907,42,44,2
demo-consumer-group,topic-1000,67,28,32,4
demo-consumer-group,topic-1000,326,30,32,2
demo-consumer-group,topic-1000,330,42,44,2
demo-consumer-group,topic-1000,435,38,40,2
demo-consumer-group,topic-1000,526,30,31,1
demo-consumer-group,topic-1000,398,30,32,2
demo-consumer-group,topic-1000,542,39,40,1
demo-consumer-group,topic-1000,821,37,37,0
demo-consumer-group,topic-1000,481,41,41,0
demo-consumer-group,topic-1000,251,43,45,2
demo-consumer-group,topic-1000,198,47,51,4
demo-consumer-group,topic-1000,208,32,34,2
demo-consumer-group,topic-1000,71,44,45,1
demo-consumer-group,topic-1000,720,35,35,0
demo-consumer-group,topic-1000,507,28,31,3
demo-consumer-group,topic-1000,650,34,36,2
demo-consumer-group,topic-1000,497,38,39,1
demo-consumer-group,topic-1000,406,34,34,0
demo-consumer-group,topic-1000,987,35,36,1
demo-consumer-group,topic-1000,884,36,38,2
demo-consumer-group,topic-1000,774,31,33,2
demo-consumer-group,topic-1000,880,38,38,0
demo-consumer-group,topic-1000,22,35,37,2
demo-consumer-group,topic-1000,599,37,41,4
demo-consumer-group,topic-1000,878,25,26,1
demo-consumer-group,topic-1000,287,36,36,0
demo-consumer-group,topic-1000,211,36,39,3
demo-consumer-group,topic-1000,36,30,32,2
demo-consumer-group,topic-1000,758,41,42,1
demo-consumer-group,topic-1000,728,38,38,0
demo-consumer-group,topic-1000,259,36,40,4
demo-consumer-group,topic-1000,826,32,33,1
demo-consumer-group,topic-1000,419,35,38,3
demo-consumer-group,topic-1000,415,40,42,2
demo-consumer-group,topic-1000,8,34,36,2
demo-consumer-group,topic-1000,136,47,47,0
demo-consumer-group,topic-1000,532,39,39,0
demo-consumer-group,topic-1000,634,28,28,0
demo-consumer-group,topic-1000,465,41,41,0
demo-consumer-group,topic-1000,695,45,48,3
demo-consumer-group,topic-1000,886,35,36,1
demo-consumer-group,topic-1000,140,26,27,1
demo-consumer-group,topic-1000,750,36,38,2
demo-consumer-group,topic-1000,979,27,29,2
demo-consumer-group,topic-1000,457,35,38,3
demo-consumer-group,topic-1000,301,34,37,3
demo-consumer-group,topic-1000,996,39,43,4
demo-consumer-group,topic-1000,986,42,43,1
demo-consumer-group,topic-1000,871,27,28,1
demo-consumer-group,topic-1000,947,35,36,1
demo-consumer-group,topic-1000,165,28,28,0
demo-consumer-group,topic-1000,543,34,36,2
demo-consumer-group,topic-1000,711,42,43,1
demo-consumer-group,topic-1000,116,26,27,1
demo-consumer-group,topic-1000,883,38,39,1
demo-consumer-group,topic-1000,963,27,28,1
demo-consumer-group,topic-1000,393,30,31,1
demo-consumer-group,topic-1000,611,36,39,3
demo-consumer-group,topic-1000,893,34,36,2
demo-consumer-group,topic-1000,657,38,38,0
demo-consumer-group,topic-1000,607,41,43,2
demo-consumer-group,topic-1000,285,29,30,1
demo-consumer-group,topic-1000,389,32,33,1
demo-consumer-group,topic-1000,895,40,42,2
demo-consumer-group,topic-1000,815,31,33,2
demo-consumer-group,topic-1000,157,32,32,0
demo-consumer-group,topic-1000,765,26,27,1
demo-consumer-group,topic-1000,312,31,32,1
demo-consumer-group,topic-1000,115,35,38,3
demo-consumer-group,topic-1000,637,27,28,1
demo-consumer-group,topic-1000,781,38,39,1
demo-consumer-group,topic-1000,385,34,37,3
demo-consumer-group,topic-1000,686,36,36,0
demo-consumer-group,topic-1000,413,36,37,1
demo-consumer-group,topic-1000,653,34,35,1
demo-consumer-group,topic-1000,802,30,32,2
demo-consumer-group,topic-1000,7,32,35,3
demo-consumer-group,topic-10,2,5172,5538,366
demo-consumer-group,topic-1000,525,38,40,2
demo-consumer-group,topic-1000,899,44,44,0
demo-consumer-group,topic-1000,831,39,40,1
demo-consumer-group,topic-1000,541,43,44,1
demo-consumer-group,topic-1000,473,34,37,3
demo-consumer-group,topic-1000,713,38,39,1
demo-consumer-group,topic-1000,879,29,31,2
demo-consumer-group,topic-1000,807,42,43,1
demo-consumer-group,topic-1000,217,39,41,2
demo-consumer-group,topic-1000,422,40,41,1
demo-consumer-group,topic-1000,455,29,30,1
demo-consumer-group,topic-1000,675,43,46,3
demo-consumer-group,topic-1000,721,36,36,0
demo-consumer-group,topic-1000,516,33,34,1
demo-consumer-group,topic-1000,102,31,33,2
demo-consumer-group,topic-1000,161,38,41,3
demo-consumer-group,topic-1000,222,37,39,2
demo-consumer-group,topic-1000,627,43,44,1
demo-consumer-group,topic-1000,206,27,28,1
demo-consumer-group,topic-1000,480,29,30,1
demo-consumer-group,topic-1000,820,30,31,1
demo-consumer-group,topic-1000,111,38,38,0
demo-consumer-group,topic-1000,836,43,44,1
demo-consumer-group,topic-1000,990,29,29,0
demo-consumer-group,topic-1000,377,32,33,1
demo-consumer-group,topic-1000,559,35,36,1
demo-consumer-group,topic-1000,145,36,39,3
demo-consumer-group,topic-1000,768,33,34,1
demo-consumer-group,topic-1000,705,37,37,0
demo-consumer-group,topic-1000,985,25,26,1
demo-consumer-group,topic-1000,106,37,40,3
demo-consumer-group,topic-1000,489,33,33,0
demo-consumer-group,topic-1000,474,43,45,2
demo-consumer-group,topic-1000,170,32,33,1
demo-consumer-group,topic-1000,411,36,38,2
demo-consumer-group,topic-1000,745,29,31,2
demo-consumer-group,topic-1000,623,34,34,0
demo-consumer-group,topic-1000,427,37,39,2
demo-consumer-group,topic-1000,407,43,46,3
demo-consumer-group,topic-1000,13,47,49,2
demo-consumer-group,topic-1000,270,32,36,4
demo-consumer-group,topic-1000,773,40,42,2
demo-consumer-group,topic-1000,464,33,34,1
demo-consumer-group,topic-1000,38,52,54,2
demo-consumer-group,topic-1000,965,35,37,2
demo-consumer-group,topic-1000,691,36,39,3
demo-consumer-group,topic-1000,158,36,40,4
demo-consumer-group,topic-1000,245,30,32,2
demo-consumer-group,topic-1000,191,31,34,3
demo-consumer-group,topic-1000,641,35,36,1
demo-consumer-group,topic-1000,363,40,40,0
demo-consumer-group,topic-1000,194,31,32,1
demo-consumer-group,topic-1000,602,46,47,1
demo-consumer-group,topic-1000,269,36,37,1
demo-consumer-group,topic-1000,586,32,36,4
demo-consumer-group,topic-1000,519,41,44,3
demo-consumer-group,topic-1000,152,30,30,0
demo-consumer-group,topic-1000,933,34,36,2
demo-consumer-group,topic-1000,80,33,35,2
demo-consumer-group,topic-1000,937,32,33,1
demo-consumer-group,topic-1000,262,47,49,2
demo-consumer-group,topic-1000,953,40,44,4
demo-consumer-group,topic-1000,941,27,28,1
demo-consumer-group,topic-1000,367,30,30,0
demo-consumer-group,topic-1000,179,20,23,3
demo-consumer-group,topic-1000,141,32,33,1
demo-consumer-group,topic-1000,778,37,38,1
demo-consumer-group,topic-1000,229,27,29,2
demo-consumer-group,topic-1000,560,39,40,1
demo-consumer-group,topic-1000,462,36,37,1
demo-consumer-group,topic-1000,582,41,41,0
demo-consumer-group,topic-1000,156,30,34,4
demo-consumer-group,topic-1000,680,34,35,1
demo-consumer-group,topic-1000,127,29,30,1
demo-consumer-group,topic-1000,538,45,48,3
demo-consumer-group,topic-1000,357,39,39,0
demo-consumer-group,topic-1000,598,37,37,0
demo-consumer-group,topic-1000,478,48,49,1
demo-consumer-group,topic-1000,296,25,26,1
demo-consumer-group,topic-1000,205,32,33,1
demo-consumer-group,topic-1000,808,44,46,2
demo-consumer-group,topic-1000,452,35,36,1
demo-consumer-group,topic-1000,365,35,37,2
demo-consumer-group,topic-1000,957,35,35,0
demo-consumer-group,topic-1000,929,33,34,1
demo-consumer-group,topic-1000,973,27,28,1
demo-consumer-group,topic-1000,199,30,32,2
demo-consumer-group,topic-1000,522,25,25,0
demo-consumer-group,topic-1000,371,35,37,2
demo-consumer-group,topic-1000,829,30,33,3
demo-consumer-group,topic-1000,512,35,35,0
demo-consumer-group,topic-1000,684,37,40,3
demo-consumer-group,topic-1000,131,37,39,2
demo-consumer-group,topic-1000,401,31,32,1
demo-consumer-group,topic-1000,27,39,43,4
demo-consumer-group,topic-1000,43,43,46,3
demo-consumer-group,topic-1000,55,40,41,1
demo-consumer-group,topic-1000,853,38,41,3
demo-consumer-group,topic-1000,351,48,49,1
demo-consumer-group,topic-1000,32,37,39,2
demo-consumer-group,topic-1000,786,36,42,6
demo-consumer-group,topic-1000,86,31,34,3
demo-consumer-group,topic-1000,122,42,42,0
demo-consumer-group,topic-1000,553,37,38,1
demo-consumer-group,topic-1000,603,34,37,3
demo-consumer-group,topic-1000,976,31,32,1
demo-consumer-group,topic-1000,355,43,43,0
demo-consumer-group,topic-1000,942,30,32,2
demo-consumer-group,topic-1000,917,44,46,2
demo-consumer-group,topic-1000,391,28,28,0
demo-consumer-group,topic-1000,405,34,37,3
demo-consumer-group,topic-1000,958,27,28,1
demo-consumer-group,topic-1000,859,29,30,1
demo-consumer-group,topic-1000,950,39,41,2
demo-consumer-group,topic-1000,849,32,33,1
demo-consumer-group,topic-1000,698,33,33,0
demo-consumer-group,topic-1000,84,41,42,1
demo-consumer-group,topic-1000,731,32,33,1
demo-consumer-group,topic-1000,710,33,35,2
demo-consumer-group,topic-1000,913,31,33,2
demo-consumer-group,topic-1000,762,28,30,2
demo-consumer-group,topic-1000,980,32,33,1
